CpG,Beta,SE,P,StudyID
cg20090782,-0.043,0.00923,3.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg05155595,0.036,0.0087,3.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24531955,-0.026,0.00608,1.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17904367,0.064,0.01419,5.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15012027,-0.023,0.00571,6.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09581649,0.083,0.01418,4.7e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01439754,0.053,0.01129,3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16371518,0.053,0.00939,2e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00365524,0.037,0.00919,5.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00059930,0.048,0.01217,8.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21766592,-0.028,0.00509,4.5e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg14476101,-0.03,0.00587,3.7e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17680611,-0.035,0.00846,4.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08342194,0.039,0.00687,1.6e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20288341,0.023,0.00538,1.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02118194,0.047,0.01127,2.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20507228,0.04,0.00669,1.9e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10192877,0.051,0.01074,2.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19213703,-0.032,0.00765,2.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19010139,-0.042,0.00997,3.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01130991,0.028,0.00712,7.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04811942,0.06,0.01276,2.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13572071,0.042,0.00967,1.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26023268,0.039,0.00851,4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01973483,0.039,0.0101,9.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06940720,0.058,0.00916,2.4e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01847441,0.025,0.00627,8.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09397579,0.055,0.01252,1.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00081324,0.079,0.01529,2.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg14651616,0.059,0.01403,2.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg27243685,0.075,0.00837,2.9e-19,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01727686,0.045,0.01114,5.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07672051,0.057,0.01296,9.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26901352,0.063,0.01412,8.6e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19266329,-0.049,0.00867,1.5e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08742502,-0.022,0.00543,5.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04766061,0.046,0.01035,7.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg11024682,0.096,0.01078,4.6e-19,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09262100,0.064,0.01364,3.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25270178,-0.039,0.00982,6.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21506299,-0.033,0.00665,5.5e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00108715,0.046,0.00913,4e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10127660,0.036,0.00912,7.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg05264101,0.063,0.01541,4.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03639223,0.073,0.01377,1.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15112006,0.07,0.01166,2e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26836479,-0.025,0.00605,4.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13911707,0.035,0.00832,2.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10717869,0.061,0.01052,7.1e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16458838,0.039,0.00851,3.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03346987,-0.029,0.00732,6.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03788408,0.052,0.01141,5.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09315264,0.048,0.01137,2.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03819286,0.051,0.01191,2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17863076,-0.041,0.0102,4.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16661761,0.022,0.00576,9.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
ch.14.97331099F,-0.023,0.00541,2.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13274938,0.046,0.01085,2.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07167185,0.041,0.00789,1.8e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13958199,0.06,0.01328,6.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21979773,0.051,0.0111,3.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17469039,0.038,0.00856,1.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23292266,0.047,0.01196,8.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23475474,0.051,0.01078,2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20587236,0.027,0.00683,6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01512113,0.042,0.00915,3.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23580000,0.049,0.00972,5.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09807875,-0.03,0.00719,3.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg11546131,0.044,0.01111,8.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg14556762,-0.024,0.00593,3.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08059678,0.035,0.00894,7.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00472758,0.072,0.00986,3e-13,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10919522,-0.029,0.00646,5.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06854772,0.064,0.0114,2.2e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02711608,-0.033,0.00621,1.1e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10937494,0.05,0.01223,4.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02872868,-0.035,0.00802,1.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19588519,0.048,0.01193,6.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26955383,0.027,0.00657,3.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02079413,0.026,0.0059,1.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06500161,0.098,0.01089,1.8e-19,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16492584,0.028,0.00688,5.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10699312,0.032,0.00793,6.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10922280,0.055,0.01121,1.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02636177,-0.04,0.00882,5.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19694465,0.017,0.00431,9.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03095773,0.042,0.00922,6.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg14384960,0.048,0.01091,9.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26244646,0.03,0.00759,8.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03957124,-0.044,0.01091,5.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg27052073,0.043,0.00841,2.5e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15499560,0.047,0.00889,1e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04833533,-0.047,0.01049,7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04379041,0.043,0.01035,3.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01406381,-0.026,0.00505,1.9e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00050692,-0.037,0.00878,2.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16973406,0.048,0.01165,4.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg05045702,0.05,0.0117,2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19390658,-0.02,0.00465,1.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09777883,0.039,0.00954,5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24685778,0.03,0.00725,3.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13821176,0.041,0.00893,5.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21429551,-0.022,0.00414,1.8e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13654085,-0.052,0.01061,7.9e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12298445,0.062,0.01327,3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24693635,0.062,0.01493,3.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04537738,0.043,0.01066,5.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07207789,0.018,0.00427,3.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19458497,0.056,0.01418,9.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04486013,0.058,0.01263,4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16479633,0.03,0.00753,8.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg05573654,0.043,0.00907,1.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21611682,0.046,0.01172,9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19240857,0.039,0.00774,4.1e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22572071,-0.034,0.00859,6.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13253439,0.048,0.01225,9.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09941601,-0.027,0.00667,6.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04786592,0.06,0.01295,3.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09174411,0.046,0.01048,1.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00936309,0.035,0.00893,8.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21431387,-0.033,0.00786,2.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07955474,-0.03,0.00708,2.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12541534,-0.011,0.00285,8.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg14979674,-0.03,0.00771,8.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00151370,0.018,0.00465,9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22668906,0.039,0.00823,2.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23015361,-0.025,0.00628,5.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06748978,0.046,0.01072,1.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17194270,0.044,0.00856,2.5e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25607383,0.047,0.01145,3.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16342298,0.025,0.00632,6.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00001854,-0.033,0.00789,3.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01678580,0.046,0.01041,1.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00562553,0.014,0.00353,6.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00787180,0.022,0.00563,7.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03866862,0.036,0.00797,8.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00784161,0.037,0.00777,1.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg05229416,-0.059,0.01269,4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06721411,0.044,0.01099,5.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01331461,0.048,0.01156,3.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24924577,0.028,0.00673,3.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06647068,-0.027,0.00695,8.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03893872,0.035,0.00867,4.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02879453,0.038,0.00772,1.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02104952,0.044,0.00982,6.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21108085,-0.025,0.00647,8.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg05008975,0.056,0.0142,8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15785860,-0.047,0.01107,2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15711521,-0.048,0.01164,3.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19805668,0.036,0.00901,6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02356002,0.04,0.01016,9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03068497,-0.021,0.0045,3.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02909097,0.057,0.01156,7.7e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09025327,0.052,0.01247,3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17237086,0.062,0.01353,4.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04126866,0.036,0.00809,6.6e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16277071,0.048,0.01164,3.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10676309,0.047,0.0107,9.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18684879,0.046,0.01107,2.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12842646,0.051,0.013,8.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17971578,-0.03,0.0072,4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
