CpG,Beta,SE,P,StudyID
cg26681628,0.024,0.00498,1.1e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06783533,0.026,0.00662,9.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04326348,-0.033,0.00671,8.5e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21393163,-0.018,0.00387,4.6e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24671951,-0.023,0.00554,3.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16163382,-0.026,0.00596,9.1e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg12547807,-0.026,0.00593,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18258397,-0.034,0.00755,8.6e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05573654,0.032,0.00814,7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15261712,0.03,0.00509,3.1e-09,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04221461,0.031,0.00635,7.5e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01692482,-0.03,0.00763,8.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06784691,-0.021,0.00508,2.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02583228,-0.021,0.00522,5.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19245011,-0.013,0.00326,9.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg13354241,0.031,0.00775,4.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg17220749,0.037,0.00922,6.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05516537,-0.024,0.00536,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg20954977,0.029,0.00633,5e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg09146183,0.028,0.00573,1.2e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02068690,0.05,0.01201,2.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14979674,-0.029,0.00696,2.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00417823,0.035,0.0085,4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06235438,-0.04,0.00789,3.8e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04503500,0.026,0.00578,1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg20034202,0.036,0.00827,1.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21554670,0.035,0.00875,5.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg03935116,-0.022,0.00551,7.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg03908676,-0.03,0.00744,7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
ch.1.171672612F,-0.028,0.00559,6.7e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg12876356,-0.012,0.00292,7.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22800233,0.029,0.00675,2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06647068,-0.03,0.00615,8.3e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01952185,0.021,0.00502,4.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg08553327,-0.02,0.00496,7.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01510278,-0.023,0.00532,1.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02220481,-0.03,0.00744,4.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19664945,0.014,0.00333,3.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02637247,-0.028,0.00663,3.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21161138,-0.028,0.00598,2.4e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg08486432,0.032,0.00788,5.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21108085,-0.024,0.00575,4.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05302489,0.027,0.00528,3.3e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00094744,-0.023,0.00495,2.8e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg11980897,0.046,0.01067,1.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05620036,0.036,0.00909,8.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg03068497,-0.018,0.00393,2.8e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02909097,0.046,0.01041,8.9e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01520105,0.052,0.01326,9.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10676309,0.039,0.00965,4.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg13092901,-0.019,0.0044,2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22209601,0.044,0.01053,3.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21265278,0.045,0.01095,3.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg20972294,-0.027,0.0068,8.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
